id,amountUSD,budgetYear,contributionType,createdAt,date,decisionDate,description,grandBargainEarmarkingType,exchangeRate,firstReportedDate,flowType,keywords,newMoney,originalAmount,originalCurrency,method,parentFlowId,status,updatedAt,versionId,boundary,onBoundary,refCode,sourceObjects_Location.id,sourceObjects_Location.name,sourceObjects_Location.behavior,sourceObjects_Location.organizationTypes,sourceObjects_Location.organizationSubTypes,sourceObjects_Organization.id,sourceObjects_Organization.name,sourceObjects_Organization.behavior,sourceObjects_Organization.organizationTypes,sourceObjects_Organization.organizationSubTypes,sourceObjects_UsageYear.id,sourceObjects_UsageYear.name,sourceObjects_UsageYear.behavior,sourceObjects_UsageYear.organizationTypes,sourceObjects_UsageYear.organizationSubTypes,sourceObjects_GlobalCluster.id,sourceObjects_GlobalCluster.name,sourceObjects_GlobalCluster.behavior,sourceObjects_GlobalCluster.organizationTypes,sourceObjects_GlobalCluster.organizationSubTypes,sourceObjects_Plan.id,sourceObjects_Plan.name,sourceObjects_Plan.behavior,sourceObjects_Plan.organizationTypes,sourceObjects_Plan.organizationSubTypes,sourceObjects_Emergency.id,sourceObjects_Emergency.name,sourceObjects_Emergency.behavior,sourceObjects_Emergency.organizationTypes,sourceObjects_Emergency.organizationSubTypes,destinationObjects_Location.id,destinationObjects_Location.name,destinationObjects_Location.behavior,destinationObjects_Location.organizationTypes,destinationObjects_Location.organizationSubTypes,destinationObjects_Organization.id,destinationObjects_Organization.name,destinationObjects_Organization.behavior,destinationObjects_Organization.organizationTypes,destinationObjects_Organization.organizationSubTypes,destinationObjects_UsageYear.id,destinationObjects_UsageYear.name,destinationObjects_UsageYear.behavior,destinationObjects_UsageYear.organizationTypes,destinationObjects_UsageYear.organizationSubTypes,destinationObjects_GlobalCluster.id,destinationObjects_GlobalCluster.name,destinationObjects_GlobalCluster.behavior,destinationObjects_GlobalCluster.organizationTypes,destinationObjects_GlobalCluster.organizationSubTypes,destinationObjects_Emergency.id,destinationObjects_Emergency.name,destinationObjects_Emergency.behavior,destinationObjects_Emergency.organizationTypes,destinationObjects_Cluster.id,destinationObjects_Cluster.name,destinationObjects_Cluster.behavior,destinationObjects_Cluster.organizationTypes,destinationObjects_Cluster.organizationSubTypes,destinationObjects_Emergency.organizationSubTypes,destinationObjects_Cluster.code,destinationObjects_GlobalCluster.code,destinationObjects_Location.code,destinationObjects_Organization.code,destinationObjects_Plan.id,destinationObjects_Plan.name,destinationObjects_Plan.behavior,destinationObjects_Plan.organizationTypes,destinationObjects_Plan.organizationSubTypes,destinationObjects_Plan.code,destinationObjects_Project.id,destinationObjects_Project.name,destinationObjects_Project.behavior,destinationObjects_Project.organizationTypes,destinationObjects_Project.organizationSubTypes,destinationObjects_Project.code,destinationObjects_UsageYear.code
179509,17166732,2018,financial,2020-09-19T02:25:20.710Z,2018-08-23T00:00:00Z,2018-08-23T00:00:00Z,"Transitional aid is established as the Federal Ministry's crisis management instrument.The project is active nationwide and concentrates on advising the Federal Ministry in three fields of action. 1) Conceptual anchoring of transitional aid, 2) advice on operationalisation and management of transitional aid and 3) cooperation and strategic partnership, especially with the World Food Programme.",,0.854,2018-08-23T00:00:00Z,Parked,Multiyear,TRUE,14660389,EUR,Traditional aid,,commitment,2020-09-19T12:31:55.071Z,2,incoming,shared,2016.1805.7,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,36,2016,single,,,,,,,,,,,,,,,,,,,,,,,2987,Deutsche Gesellschaft für Internationale Zusammenarbeit,single,Private organization/foundation,International organization/foundation/individual,36; 38; 39; 40; 41; 42; 43,2016; 2017; 2018; 2019; 2020; 2021; 2022,shared; shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL; NULL,26480; 4,Coordination and support services; Emergency Shelter and NFI,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,
181167,0,2018,financial,2018-10-06T04:25:30.190Z,2018-10-05T00:00:00Z,2018-10-05T00:00:00Z,Humanitarian assistance for refugees and vulnerable host communities in Kenya,,0.855,2018-10-05T00:00:00Z,Parked,Multiyear|South Sudanese Refugees|Somali Refugees,TRUE,0,EUR,Traditional aid,,commitment,2020-12-02T13:41:49.946Z,1,incoming,shared,AA-S09-72 321.50 KEN 01/18,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43; 42; 39; 40; 41,2022; 2021; 2018; 2019; 2020,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,116,Kenya,single,,,3049,World Food Programme,single,UN agency,,43; 42; 40; 39; 41,2022; 2021; 2019; 2018; 2020,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181853,144300,,financial,2018-10-19T04:25:52.018Z,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z,"Regional Office for the Pacific,  [OCT 6248]",,1.386,2018-10-19T00:00:00Z,Standard,,TRUE,200000,AUD,Traditional aid,,commitment,2018-12-10T13:31:45.761Z,1,incoming,single,[OCT 6248],14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181855,6493506,,financial,2018-10-19T04:25:53.672Z,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z,Unearmarked Unallocated Funds  [OCT 6248],unearmarked,1.386,2018-10-19T00:00:00Z,Standard,Unearmarked,TRUE,9000000,AUD,Traditional aid,,commitment,2018-10-19T07:32:15.411Z,1,incoming,single,[OCT 6248],14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181859,577201,,financial,2018-10-19T04:25:56.716Z,2018-10-11T00:00:00Z,2018-10-11T00:00:00Z,Regional Office for Asia and the Pacific [OCT 6248],,1.386,2018-10-19T00:00:00Z,Standard,,TRUE,800000,AUD,Traditional aid,,commitment,2018-12-10T13:31:16.288Z,1,incoming,single,[OCT 6248],14,Australia,single,,,4391,"Australia, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,4396,Office for the Coordination of Humanitarian Affairs,single,UN agency,,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184533,0,2018,financial,2018-11-27T04:25:57.924Z,2018-11-26T00:00:00Z,2018-11-26T00:00:00Z,Food emergency for Burundi conflict in Tanzania,,0.88,2018-11-26T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-04-30T17:39:10.218Z,1,incoming,shared,AA-S09 321.50 BDI 09/18,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,43; 42; 41; 39; 40,2022; 2021; 2020; 2018; 2019,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,37,Burundi,single,,,3049,World Food Programme,single,UN agency,,43; 42; 41; 40; 39,2022; 2021; 2020; 2019; 2018,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184724,11968071,2019,financial,2019-08-25T04:25:21.685Z,2018-11-28T00:00:00Z,2018-11-28T00:00:00Z,Food assistance for vulnerable people according to the WFP Country Program Strategic Objective 1,,0.88,2018-11-29T00:00:00Z,Parked,Multiyear,TRUE,10531903,EUR,Traditional aid,,commitment,2021-09-17T15:40:12.773Z,2,incoming,shared,AA-S09 321.50 CAF 10/18,43,Central African Republic,single,,,4306,"Germany, Government of",single,Government,National government,39; 40; 42; 41; 43,2018; 2019; 2021; 2020; 2022,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,43,Central African Republic,single,,,3049,World Food Programme,single,UN agency,,41; 40; 39; 42; 43,2020; 2019; 2018; 2021; 2022,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184835,0,,financial,2018-12-03T17:38:51.560Z,2018-10-31T00:00:00Z,,"SDC Direct Action: Rollout School Construction Guidelines: Health, Nutrition: DRR, Disaster prevention and preparedness , Multiyear 2018-2023,total award CHF 4,325,000 (7F-10100.99)",,0.989,2018-11-01T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2018-12-04T10:20:51.384Z,1,incoming,shared,7F-10100.99,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,39; 40; 41; 42; 43; 44,2018; 2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184840,645096,,financial,2018-12-03T17:43:57.966Z,2018-10-31T00:00:00Z,,"SDC Direct Action: Rollout School Construction Guidelines: Health, Nutrition: DRR, Disaster prevention and preparedness , Multiyear 2018-2023, 2022 portion, total award CHF 638,000 (7F-10100.99)",,0.989,2018-11-01T00:00:00Z,Standard,Multiyear,TRUE,638000,CHF,Traditional aid,184835,commitment,2018-12-04T10:20:13.443Z,1,incoming,single,7F-10100.99,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184842,0,,financial,2018-12-03T17:48:40.085Z,2018-10-31T00:00:00Z,,"SDC Direct Action: Rollout School Construction Guidelines: DRR, Disaster prevention and
preparedness , Multiyear 2018-2023,total award CHF 1,575,000 (Z7H314300081",,0.989,2018-11-01T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2018-12-04T10:26:50.798Z,1,incoming,shared,Z7H314300081,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,44; 43; 42; 41; 40; 39,2023; 2022; 2021; 2020; 2019; 2018,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184847,303337,,financial,2018-12-03T17:52:42.928Z,2018-10-31T00:00:00Z,,"SDC Direct Action: Rollout School Construction Guidelines: DRR, Disaster prevention andpreparedness , Multiyear 2018-2023, 2022 portion, total award CHF 300,000 (Z7H314300081)",,0.989,2018-11-01T00:00:00Z,Standard,Multiyear,TRUE,300000,CHF,Traditional aid,184842,commitment,2018-12-04T10:24:36.867Z,1,incoming,single,Z7H314300081,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184849,0,,financial,2018-12-03T17:57:34.705Z,2018-10-31T00:00:00Z,,"SDC Direct Action: Rollout School Construction Guidelines: DRR, Disaster prevention and
preparedness , Multiyear 2018-2023,total award CHF 315,000 (Z7FH14800021)",,0.989,2018-11-01T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2018-12-04T10:31:40.250Z,1,incoming,shared,Z7FH14800021,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,42; 39; 44; 41; 43; 40,2021; 2018; 2023; 2020; 2022; 2019,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184854,60667,,financial,2018-12-03T18:00:56.413Z,2018-10-31T00:00:00Z,,"SDC Direct Action: Rollout School Construction Guidelines: DRR, Disaster prevention andpreparedness , Multiyear 2018-2023,2022 portion,total award CHF 60,000 (Z7FH14800021)",,0.989,2018-11-01T00:00:00Z,Standard,Multiyear,TRUE,60000,CHF,Traditional aid,184849,commitment,2018-12-04T10:31:07.051Z,1,incoming,single,Z7FH14800021,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,43,2022,single,,,26480,Coordination and support services,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185531,5688282,2018,financial,2020-04-11T02:25:32.786Z,2018-12-17T00:00:00Z,2018-12-17T00:00:00Z,"Access to drinking water, sanitation and hygiene measures in the region of Borkou and especially in the municipality of Faya-Largeau has been improved.",,0.879,2018-12-18T00:00:00Z,Parked,Multiyear,TRUE,5000000,EUR,Traditional aid,,commitment,2020-08-05T07:44:42.298Z,2,incoming,shared,2018.1866.5,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,206,Somalia,single,,,2987,Deutsche Gesellschaft für Internationale Zusammenarbeit,single,Private organization/foundation,International organization/foundation/individual,44; 43; 42; 41; 40; 39,2023; 2022; 2021; 2020; 2019; 2018,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL; NULL,4; 26480; 26481,Emergency Shelter and NFI; Coordination and support services; Other,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,
185884,19908987,2018,financial,2019-01-25T04:26:01.387Z,2018-12-27T00:00:00Z,2018-12-27T00:00:00Z,"The aim of the project is to provide particularly vulnerable children and young people with a migration background or within host communities with improved access to integrated basic services such as education, WASH and child protection.",earmarked,0.879,2018-12-27T00:00:00Z,Parked,Multiyear,TRUE,17500000,EUR,Traditional aid,,commitment,2019-02-14T15:30:17.754Z,2,incoming,shared,2018.1853.3,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,212,Sudan,single,,,6544,KFW Development,single,Financial institution,Bank,43; 42; 41; 40,2022; 2021; 2020; 2019,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,3; 11; 12,Education; Water Sanitation Hygiene; Protection - Child Protection,shared; shared; shared,NULL; NULL; NULL,NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,
185926,11662536,2018,financial,2019-01-25T04:26:27.257Z,2018-12-28T00:00:00Z,2018-12-28T00:00:00Z,Contribute to quality basic education and resilience for the benefit of particularly disadvantaged communities in the states of Adamawa and Yobe (BMZ),earmarked,0.876,2018-12-28T00:00:00Z,Parked,Multiyear,TRUE,10216382,EUR,Traditional aid,,commitment,2021-03-16T13:11:03.532Z,2,incoming,shared,2018.1862.4,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,163,Nigeria,single,,,6544,KFW Development,single,Financial institution,Bank,42; 43; 40; 44; 41,2021; 2022; 2019; 2023; 2020,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,3,Education,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186840,0,,financial,2019-01-31T11:13:07.205Z,2018-09-30T00:00:00Z,,"Burkina Faso - Terre des Hommes: Amélioration de la sécurité alimentaire et
nutritionnelle dans la région Boucle du Mouhoun , Multiyear 2018-2020, 2022, total amount CHF 1,500,000 ( 7F-10118.01)",,0.971,2018-10-08T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2020-03-24T16:17:39.091Z,1,incoming,shared,7F-10118.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,36,Burkina Faso,single,,,4758,Terre des Hommes International,single,NGO,International,43; 40; 39; 41,2022; 2019; 2018; 2020,shared; shared; shared; shared,NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186844,102987,,financial,2019-01-31T11:20:19.133Z,2018-09-30T00:00:00Z,,"Burkina Faso - Terre des Hommes: Amélioration de la sécurité alimentaire et nutritionnelle dans la région Boucle du Mouhoun , Multiyear 2018-2020 and  2022, 2022 portion,  total amount CHF 100,000 ( 7F-10118.01)",,0.971,2018-10-08T00:00:00Z,Standard,Multiyear,TRUE,100000,CHF,Traditional aid,186840,commitment,2019-01-31T11:20:19.133Z,1,incoming,single,7F-10118.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,36,Burkina Faso,single,,,4758,Terre des Hommes International,single,NGO,International,43,2022,single,,,9; 6,Nutrition; Food Security,shared; shared,NULL; NULL,NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,
186845,0,,financial,2019-01-31T11:24:41.163Z,2018-09-30T00:00:00Z,,"Small-Project Credit Line through SDC EAA (Protecion, access and security)  , Multiyear 2018-2022, total amount CHF 1,950,000 ( 7F-07700.03)",,0.971,2018-10-08T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2019-01-31T11:34:42.639Z,1,incoming,shared,7F-07700.03,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,43; 41; 39; 40; 42,2022; 2020; 2018; 2019; 2021,shared; shared; shared; shared; shared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186850,463440,,financial,2019-01-31T11:29:59.875Z,2018-09-30T00:00:00Z,,"Small-Project Credit Line through SDC EAA (Protecion, access and security)  , Multiyear 2018-2022, 2022 portion, total amount CHF 450,000 ( 7F-07700.03)",,0.971,2018-10-08T00:00:00Z,Standard,Multiyear,TRUE,450000,CHF,Traditional aid,186845,commitment,2019-01-31T11:34:41.109Z,1,incoming,single,7F-07700.03,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,2022,single,,,10,Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187043,0,2019,financial,2020-02-12T14:11:14.029Z,2019-02-06T00:00:00Z,2019-02-06T00:00:00Z,Burkina Faso Transitional Interim Country Strategic Plan (2018),earmarked,0.876,2019-02-06T00:00:00Z,Parked,Multiyear,TRUE,0,EUR,Traditional aid,,commitment,2021-09-13T09:53:05.545Z,3,incoming,shared,2018.1846.7,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,40,2019,single,,,,,,,,,,,,,,,,,,36,Burkina Faso,single,,,3049,World Food Programme,single,UN agency,,40; 41; 42; 43; 44,2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187046,17294521,2018,financial,2020-07-03T02:25:13.912Z,2019-02-06T00:00:00Z,2019-02-06T00:00:00Z,Building resilience of vulnerable households and communities in food insecure and shock-prone areas in Mauritania,earmarked,0.876,2019-02-06T00:00:00Z,Parked,Multiyear,TRUE,15150000,EUR,Traditional aid,,commitment,2020-10-12T06:18:22.913Z,3,incoming,shared,2018.1845.9,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,141,Mauritania,single,,,3049,World Food Programme,single,UN agency,,39; 40; 41; 42; 43; 44,2018; 2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187050,1421663,2018,financial,2020-10-09T02:25:15.689Z,2019-02-06T00:00:00Z,2019-02-06T00:00:00Z,"CHAD PRRO 200713: “Building Resilience, Protecting Livelihoods and Reducing Malnutrition of Refugees,Returnees and Vulnerable People“ CHAD DEV 200288",earmarked,0.876,2019-02-06T00:00:00Z,Parked,Multiyear|RRP Nigeria 2018,TRUE,1245377,EUR,Traditional aid,,commitment,2021-11-17T10:08:26.423Z,4,incoming,shared,2018.1847.5,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,44,Chad,single,,,3049,World Food Programme,single,UN agency,,39; 40; 41; 42; 43; 44,2018; 2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187421,6849315,2018,financial,2019-02-19T04:25:20.640Z,2019-02-18T00:00:00Z,2019-02-18T00:00:00Z,"Strategic Outcome 2: ""targeted smallholder producer, food-insecure and vulnerable populations benefit from more sustainable, inclusive food systems and increase resilience to climate shocks to meet their food and nutrition needs by 2023.""",earmarked,0.876,2019-02-18T00:00:00Z,Parked,Multiyear,TRUE,6000000,EUR,Traditional aid,,commitment,2019-02-20T16:58:16.949Z,1,incoming,shared,2018.1860.8,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,116,Kenya,single,,,3049,World Food Programme,single,UN agency,,43; 42; 41; 40; 39,2022; 2021; 2020; 2019; 2018,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,,6,Food Security,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187530,10728093,2018,financial,2019-03-28T04:25:30.449Z,2019-02-20T00:00:00Z,2019-02-20T00:00:00Z,Strengthening resilience in Niger through an integrated multi-sector and multi-partner safety net and disaster risk reduction  approach.,tightly earmarked,0.876,2019-02-20T00:00:00Z,Parked,Multiyear,TRUE,9397810,EUR,Traditional aid,,commitment,2021-11-13T19:34:22.309Z,2,incoming,shared,2018.1844.2,83,Germany,single,,,4306,"Germany, Government of",single,Government,National government,39,2018,single,,,,,,,,,,,,,,,,,,162,Niger,single,,,3049,World Food Programme,single,UN agency,,39; 40; 41; 42; 43; 44,2018; 2019; 2020; 2021; 2022; 2023,shared; shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187709,0,,financial,2019-02-26T10:28:17.100Z,2019-01-31T00:00:00Z,,"S t a y , Deliver and Protect (SDP): Protecion, access and security,  Multiyear 2019-2023,total amount CHF 2,320,000 (7F-10164.01)",earmarked,0.998,2019-02-22T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2021-01-12T09:46:52.799Z,1,incoming,shared,7F-10164.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,40,2019,single,,,,,,,,,,,,,,,,,,1,Afghanistan,single,,,2178,Norwegian Refugee Council,single,NGO,International,43; 40; 41; 42; 44,2022; 2019; 2020; 2021; 2023,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187713,581162,,financial,2019-02-26T10:31:51.430Z,2019-01-31T00:00:00Z,,"S t a y , Deliver and Protect (SDP): Protecion, access and security,  Multiyear 2019-2023, 2022 portion, total amount CHF 580,000 (7F-10164.01)",earmarked,0.998,2019-02-22T00:00:00Z,Standard,Multiyear,TRUE,580000,CHF,Traditional aid,187709,commitment,2019-02-26T10:31:51.430Z,1,incoming,single,7F-10164.01,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,40,2019,single,,,,,,,,,,,,,,,,,,1,Afghanistan,single,,,2178,Norwegian Refugee Council,single,NGO,International,43,2022,single,,,10,Protection,single,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187715,0,,financial,2019-02-26T10:34:37.019Z,2019-01-31T00:00:00Z,,"Direct Action: Social Infrastructure for Conflict Transformation and Peace Building
in Shan State,  Multiyear 2019-2023,total amount CHF 427,500 (Z7FH14800023)",earmarked,0.998,2019-02-22T00:00:00Z,Parked,Multiyear,TRUE,0,CHF,Traditional aid,,commitment,2019-02-26T10:41:17.657Z,1,incoming,shared,Z7FH14800023,217,Switzerland,single,,,2924,"Switzerland, Government of",single,Government,National government,40,2019,single,,,,,,,,,,,,,,,,,,153,Myanmar,single,,,2646,Swiss Development Cooperation/Swiss Humanitarian Aid,single,Government,National government,41; 40; 44; 43; 42,2020; 2019; 2023; 2022; 2021,shared; shared; shared; shared; shared,NULL; NULL; NULL; NULL; NULL,NULL; NULL; NULL; NULL; NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
